order_id,customer_id,product,quantity,unit_price,total_amount,order_date,status,discount_percent,sales_rep
1030,927,Training,61,345.23,18953.13,2023-08-21,processing,10,Rep20
1031,822,Hardware,21,901.81,17991.11,2022-04-14,processing,5,Rep27
1032,546,Hardware,53,166.7,7509.83,2022-05-02,cancelled,15,Rep45
1033,707,Consulting,15,667.23,8507.18,2022-10-15,processing,15,Rep7
1034,139,Training,61,385.58,23520.38,2022-02-10,processing,0,Rep38
1035,838,Support,57,589.04,28538.99,2023-12-06,processing,15,Rep2
1036,970,Maintenance,73,350.39,25578.47,2023-05-19,shipped,0,Rep24
1037,182,Consulting,80,307.1,23339.6,2022-03-12,delivered,5,Rep8
1038,202,Maintenance,42,299.43,11318.45,2023-11-16,pending,10,Rep39
1039,17,Hardware,76,423.56,28971.5,2023-05-22,processing,10,Rep17
1040,526,Support,67,905.24,51553.42,2022-07-16,pending,15,Rep21
1041,54,Maintenance,31,703.51,18537.49,2022-06-20,shipped,15,Rep28
1042,42,Support,96,995.15,95534.4,2022-12-12,delivered,0,Rep22
1043,33,Consulting,80,20.57,1645.6,2023-07-19,cancelled,0,Rep20
1044,205,Training,49,394.51,16431.34,2023-01-25,shipped,15,Rep22
1045,823,Hardware,55,413.12,21585.52,2023-01-11,shipped,5,Rep23
1046,566,Consulting,63,288.82,15466.31,2022-09-25,pending,15,Rep43
1047,825,Maintenance,41,862.86,35377.26,2022-03-28,pending,0,Rep9
1048,249,Software License,23,379.65,6985.56,2022-04-20,processing,20,Rep16
1049,885,Software License,2,725.88,1161.41,2022-03-31,shipped,20,Rep5
1050,597,Maintenance,59,634.69,37446.71,2022-06-09,shipped,0,Rep40
1051,58,Maintenance,18,207.53,3548.76,2022-05-05,pending,5,Rep6
1052,4,Training,88,240.74,21185.12,2022-04-04,pending,0,Rep25
1053,641,Hardware,25,481.28,10227.2,2022-11-25,processing,15,Rep39
1054,191,Training,37,734.25,27167.25,2023-12-25,cancelled,0,Rep29
1055,520,Software License,11,184.09,1822.49,2022-07-09,processing,10,Rep10
1056,590,Consulting,90,132.77,11351.84,2023-07-10,pending,5,Rep12
1057,775,Consulting,21,400.72,7573.61,2022-11-26,cancelled,10,Rep39
1058,519,Maintenance,37,226.08,7528.46,2023-02-27,shipped,10,Rep48
1059,544,Software License,84,891.65,67408.74,2022-09-04,shipped,10,Rep49
1060,67,Software License,9,498.98,3592.66,2022-06-15,pending,20,Rep49
1061,82,Maintenance,98,899.65,88165.7,2023-03-17,delivered,0,Rep48
1062,91,Support,76,773.67,47039.14,2023-11-22,shipped,20,Rep44
1063,583,Support,94,841.33,71176.52,2022-03-09,delivered,10,Rep48
1064,380,Training,39,765.78,23892.34,2023-05-07,shipped,20,Rep48
1065,234,Hardware,22,52.27,977.45,2022-07-14,shipped,15,Rep30
1066,333,Training,60,870.0,44370.0,2023-04-18,delivered,15,Rep10
1067,756,Training,54,950.14,46176.8,2022-05-26,processing,10,Rep25
1068,153,Training,47,23.81,1063.12,2023-10-10,processing,5,Rep38
1069,223,Software License,3,397.38,1072.93,2022-07-08,processing,10,Rep22
1070,23,Training,51,166.73,7652.91,2022-07-22,cancelled,10,Rep15
1071,499,Hardware,93,504.15,44541.65,2022-07-14,delivered,5,Rep32
1072,62,Support,14,76.24,907.26,2023-11-13,shipped,15,Rep39
1073,145,Consulting,67,943.9,53755.1,2022-10-24,processing,15,Rep32
1074,980,Support,81,167.02,10822.9,2022-01-14,shipped,20,Rep28
1075,125,Hardware,17,534.34,8175.4,2023-09-19,shipped,10,Rep45
1076,379,Hardware,61,72.49,3979.7,2022-05-12,delivered,10,Rep27
1077,215,Support,89,241.1,18239.21,2022-09-10,shipped,15,Rep18
1078,349,Hardware,43,701.35,27142.24,2023-07-23,processing,10,Rep41
1079,995,Consulting,91,596.91,51602.87,2023-08-10,processing,5,Rep32
1080,482,Software License,41,515.85,17977.37,2023-07-31,pending,15,Rep49
1081,639,Support,11,533.94,4698.67,2022-06-01,delivered,20,Rep47
1082,69,Training,50,779.66,37033.85,2022-09-30,shipped,5,Rep24
1083,486,Consulting,29,636.74,16618.91,2022-03-02,shipped,10,Rep40
1084,576,Consulting,35,957.1,30148.65,2023-05-10,delivered,10,Rep39
1085,205,Maintenance,25,958.15,19163.0,2023-07-04,cancelled,20,Rep8
1086,752,Software License,95,885.92,67329.92,2022-10-30,cancelled,20,Rep19
1087,810,Training,55,703.64,34830.18,2022-09-12,pending,10,Rep17
1088,148,Support,4,38.53,154.12,2022-07-29,delivered,0,Rep24
1089,795,Consulting,58,629.63,34692.61,2023-04-22,cancelled,5,Rep39
1090,777,Support,14,937.53,11812.88,2023-03-31,delivered,10,Rep13
1091,622,Training,37,171.27,5703.29,2023-12-25,processing,10,Rep2
1092,54,Support,71,482.33,30820.89,2022-05-07,processing,10,Rep47
1093,564,Software License,81,439.92,30288.49,2023-01-20,shipped,15,Rep12
1094,628,Software License,83,290.08,19261.31,2022-12-01,cancelled,20,Rep3
1095,58,Maintenance,92,716.53,65920.76,2023-06-08,delivered,0,Rep5
1096,156,Software License,67,171.75,11507.25,2022-05-24,processing,0,Rep49
1097,996,Support,44,90.35,3975.4,2023-01-04,shipped,0,Rep32
1098,559,Software License,68,422.19,27273.47,2023-02-15,delivered,5,Rep36
1099,834,Consulting,58,167.47,9227.6,2022-04-02,shipped,5,Rep16
1100,661,Maintenance,72,33.98,2079.58,2022-02-27,processing,15,Rep3
1101,225,Consulting,20,954.88,15278.08,2022-02-13,processing,20,Rep21
1102,397,Maintenance,86,401.85,31103.19,2022-11-27,cancelled,10,Rep32
1103,686,Maintenance,90,420.79,37871.1,2022-01-25,pending,0,Rep13
1104,37,Consulting,30,586.91,15846.57,2023-08-27,pending,10,Rep45
1105,596,Support,66,899.59,50467.0,2022-03-24,processing,15,Rep14
1106,550,Software License,81,746.81,54442.45,2022-06-05,shipped,10,Rep36
1107,524,Training,21,836.47,15809.28,2023-01-19,cancelled,10,Rep22
1108,335,Support,51,127.98,5547.93,2022-07-20,shipped,15,Rep2
1109,618,Maintenance,86,516.69,42213.57,2023-04-02,delivered,5,Rep12
1110,43,Training,14,745.39,9913.69,2022-04-26,processing,5,Rep49
1111,754,Maintenance,39,834.6,26039.52,2023-08-07,processing,20,Rep20
1112,475,Software License,83,629.86,47050.54,2023-01-05,cancelled,10,Rep14
1113,25,Support,2,224.26,403.67,2023-06-08,processing,10,Rep14
1114,970,Maintenance,50,722.77,30717.72,2023-05-27,delivered,15,Rep39
1115,943,Training,62,565.22,33291.46,2022-06-19,shipped,5,Rep5
1116,110,Software License,4,623.08,2243.09,2023-09-24,pending,10,Rep1
1117,456,Training,94,572.43,53808.42,2022-11-07,processing,0,Rep4
1118,221,Maintenance,25,971.23,24280.75,2023-01-12,shipped,0,Rep18
1119,670,Software License,39,772.74,27123.17,2023-03-04,pending,10,Rep10
1120,468,Consulting,16,920.21,12514.86,2022-09-27,pending,15,Rep12
1121,116,Software License,93,242.45,18038.28,2022-01-15,cancelled,20,Rep18
1122,24,Maintenance,73,484.93,33629.9,2022-10-04,processing,5,Rep5
1123,695,Training,4,46.79,159.09,2023-02-12,delivered,15,Rep27
1124,997,Software License,74,898.43,59835.44,2022-06-29,pending,10,Rep46
1125,737,Training,26,803.92,18811.73,2022-10-16,pending,10,Rep13
1126,707,Training,1,995.88,796.7,2022-08-29,pending,20,Rep28
1127,975,Maintenance,63,794.04,45022.07,2023-07-27,pending,10,Rep24
1128,613,Support,59,822.51,46101.69,2022-04-01,cancelled,5,Rep24
1129,924,Support,93,555.51,46496.19,2023-11-06,processing,10,Rep48
1130,356,Training,23,584.41,11425.22,2023-10-17,shipped,15,Rep23
1131,152,Maintenance,97,890.53,73424.2,2022-10-27,cancelled,15,Rep24
1132,89,Hardware,33,885.92,26311.82,2023-03-19,shipped,10,Rep42
1133,462,Hardware,88,172.63,13672.3,2023-04-23,pending,10,Rep33
1134,149,Hardware,44,544.81,19177.31,2023-10-03,processing,20,Rep9
1135,845,Maintenance,51,90.93,4637.43,2022-07-30,delivered,0,Rep33
1136,43,Hardware,14,579.71,6492.75,2023-07-12,shipped,20,Rep43
1137,758,Consulting,88,712.66,53306.97,2022-06-18,shipped,15,Rep8
1138,750,Support,71,937.56,56581.75,2022-11-30,cancelled,15,Rep15
1139,360,Maintenance,53,690.92,34787.82,2023-08-14,pending,5,Rep41
1140,465,Consulting,89,896.28,79768.92,2023-10-22,processing,0,Rep33
1141,508,Consulting,10,697.99,6630.9,2022-04-21,shipped,5,Rep49
1142,311,Consulting,70,641.87,44930.9,2023-02-20,processing,0,Rep2
1143,303,Software License,27,193.86,5234.22,2022-02-01,pending,0,Rep17
1144,974,Software License,55,945.43,51998.65,2023-04-09,delivered,0,Rep45
1145,308,Support,50,381.17,16199.73,2023-09-04,shipped,15,Rep40
1146,942,Training,82,618.66,43120.6,2023-08-27,pending,15,Rep3
1147,328,Support,4,263.22,894.95,2023-05-27,delivered,15,Rep49
1148,789,Software License,55,691.71,34239.65,2023-07-06,cancelled,10,Rep44
1149,28,Training,5,963.14,4093.34,2023-05-18,pending,15,Rep17
1150,95,Software License,32,727.04,19775.49,2023-07-11,pending,15,Rep25
1151,248,Hardware,61,44.0,2147.2,2022-12-12,shipped,20,Rep50
1152,876,Training,28,617.58,17292.24,2023-12-22,pending,0,Rep44
1153,608,Maintenance,100,37.95,3225.75,2022-05-12,cancelled,15,Rep5
1154,186,Training,36,700.16,20164.61,2023-05-30,delivered,20,Rep42
1155,260,Hardware,16,701.23,10658.7,2022-02-19,delivered,5,Rep29
1156,875,Consulting,6,297.38,1516.64,2022-10-28,shipped,15,Rep8
1157,159,Software License,26,487.32,12670.32,2023-12-05,processing,0,Rep25
1158,928,Consulting,99,382.95,36016.45,2023-11-01,shipped,5,Rep15
1159,887,Maintenance,75,847.08,54001.35,2022-12-15,processing,15,Rep45
1160,104,Consulting,18,140.68,2025.79,2022-04-29,cancelled,20,Rep2
1161,509,Support,90,435.67,35289.27,2023-03-25,cancelled,10,Rep41
1162,109,Training,61,43.2,2108.16,2023-07-11,delivered,20,Rep45
1163,69,Software License,12,270.15,2755.53,2023-03-09,shipped,15,Rep26
1164,942,Consulting,18,129.8,2336.4,2023-06-04,processing,0,Rep37
1165,681,Consulting,58,663.26,34622.17,2022-07-11,cancelled,10,Rep36
1166,490,Software License,85,193.66,16461.1,2022-09-27,delivered,0,Rep36
1167,238,Consulting,19,307.34,5839.46,2022-02-10,delivered,0,Rep24
1168,523,Software License,15,529.32,6351.84,2022-03-03,shipped,20,Rep34
1169,311,Consulting,41,921.52,35893.2,2022-01-10,delivered,5,Rep13
1170,487,Training,62,221.98,11698.35,2023-11-11,processing,15,Rep36
1171,643,Hardware,10,154.65,1237.2,2023-10-11,processing,20,Rep10
1172,490,Hardware,10,570.5,4849.25,2022-03-11,processing,15,Rep41
1173,961,Consulting,34,412.33,14019.22,2023-01-06,delivered,0,Rep21
1174,29,Consulting,86,729.23,53306.71,2023-02-09,shipped,15,Rep29
1175,857,Consulting,96,908.43,69767.42,2023-09-13,delivered,20,Rep33
1176,662,Maintenance,21,248.93,4704.78,2023-02-21,cancelled,10,Rep32
1177,444,Hardware,4,423.14,1692.56,2022-03-18,cancelled,0,Rep46
1178,792,Maintenance,6,375.83,2029.48,2022-05-30,delivered,10,Rep30
1179,827,Support,39,837.96,29412.4,2023-10-28,cancelled,10,Rep20
1180,524,Training,50,759.84,30393.6,2023-04-27,cancelled,20,Rep44
1181,614,Maintenance,74,145.89,10795.86,2023-09-12,shipped,0,Rep45
1182,999,Support,69,521.83,32405.64,2023-05-17,pending,10,Rep41
1183,957,Support,37,598.49,19929.72,2022-10-02,processing,10,Rep21
1184,580,Consulting,45,972.62,39391.11,2022-09-03,processing,10,Rep34
1185,422,Support,34,601.78,16368.42,2023-11-24,processing,20,Rep9
1186,303,Consulting,88,689.12,48514.05,2023-12-06,cancelled,20,Rep21
1187,818,Training,75,524.91,35431.43,2022-07-29,pending,10,Rep41
1188,211,Hardware,82,832.09,57996.67,2022-09-10,processing,15,Rep24
1189,402,Training,92,278.03,21741.95,2022-09-09,cancelled,15,Rep35
1190,150,Support,78,81.33,5392.18,2022-12-16,pending,15,Rep36
1191,4,Software License,25,813.87,17294.74,2023-02-07,shipped,15,Rep30
1192,598,Support,66,571.78,33963.73,2023-07-18,processing,10,Rep4
1193,644,Training,77,117.0,7657.65,2023-03-14,delivered,15,Rep21
1194,144,Consulting,16,367.72,5883.52,2022-05-03,pending,0,Rep5
1195,111,Hardware,69,275.73,16171.56,2022-10-12,pending,15,Rep14
1196,913,Maintenance,73,69.28,4551.7,2022-02-10,pending,10,Rep40
1197,292,Training,31,238.18,5906.86,2022-10-11,cancelled,20,Rep37
1198,951,Hardware,46,842.36,38748.56,2022-10-01,processing,0,Rep36
1199,325,Consulting,22,807.65,16879.88,2023-08-22,delivered,5,Rep35
1200,18,Consulting,12,575.53,6215.72,2023-09-24,cancelled,10,Rep32
1201,98,Consulting,53,228.76,9699.42,2022-05-08,delivered,20,Rep11
1202,940,Consulting,36,116.31,3768.44,2022-06-27,processing,10,Rep28
1203,882,Hardware,50,451.7,22585.0,2023-08-17,processing,0,Rep6
1204,730,Training,57,158.88,7244.93,2023-02-23,delivered,20,Rep49
1205,24,Hardware,98,279.01,23241.53,2023-01-25,delivered,15,Rep34
1206,330,Software License,64,512.48,27878.91,2022-12-17,delivered,15,Rep39
1207,382,Consulting,91,86.58,7484.84,2022-07-30,delivered,5,Rep26
1208,224,Support,46,411.05,17017.47,2022-08-01,processing,10,Rep15
1209,615,Training,4,689.63,2620.59,2023-01-24,cancelled,5,Rep42
1210,67,Training,92,802.1,59034.56,2023-12-16,delivered,20,Rep23
1211,391,Software License,63,441.93,23665.35,2023-01-04,delivered,15,Rep6
1212,262,Support,30,276.43,7048.96,2023-03-24,shipped,15,Rep11
1213,225,Hardware,83,522.0,41159.7,2022-06-22,cancelled,5,Rep3
1214,374,Software License,98,236.29,23156.42,2023-01-26,processing,0,Rep40
1215,567,Software License,33,88.46,2481.3,2023-12-14,shipped,15,Rep10
1216,146,Training,36,872.3,29832.66,2022-10-28,processing,5,Rep27
1217,171,Hardware,9,239.5,1724.4,2022-11-16,pending,20,Rep4
1218,671,Maintenance,23,295.36,5774.29,2023-08-10,delivered,15,Rep11
1219,18,Consulting,78,715.4,55801.2,2022-08-30,pending,0,Rep18
1220,547,Software License,100,467.91,44451.45,2022-07-03,shipped,5,Rep10
1221,955,Consulting,32,789.04,23986.82,2023-07-01,shipped,5,Rep50
1222,526,Software License,65,509.46,28147.67,2022-10-06,pending,15,Rep9
1223,50,Training,20,848.07,13569.12,2022-06-21,processing,20,Rep24
1224,802,Support,60,253.33,15199.8,2023-08-11,processing,0,Rep46
1225,166,Maintenance,78,756.97,50187.11,2022-09-12,pending,15,Rep9
1226,295,Training,68,800.85,43566.24,2022-01-01,delivered,20,Rep35
1227,911,Hardware,60,962.48,51973.92,2023-02-18,cancelled,10,Rep39
1228,736,Maintenance,52,754.11,33331.66,2023-08-15,cancelled,15,Rep11
1229,879,Training,17,806.79,13715.43,2023-05-31,processing,0,Rep39
1230,863,Support,15,608.35,7756.46,2023-01-12,delivered,15,Rep25
1231,383,Software License,41,492.35,19177.03,2022-11-03,pending,5,Rep28
1232,769,Consulting,58,866.55,45233.91,2023-10-16,processing,10,Rep26
1233,146,Software License,30,904.63,23068.07,2022-09-08,shipped,15,Rep26
1234,730,Training,48,883.56,40290.34,2023-04-23,delivered,5,Rep27
1235,252,Consulting,82,923.52,68155.78,2022-02-22,shipped,10,Rep4
1236,477,Training,84,873.39,58691.81,2022-12-25,pending,20,Rep19
1237,841,Hardware,71,482.34,34246.14,2022-12-30,delivered,0,Rep23
1238,199,Support,65,174.29,10762.41,2022-12-06,pending,5,Rep48
1239,576,Support,8,34.44,220.42,2023-12-30,processing,20,Rep24
1240,460,Training,43,800.53,30980.51,2022-01-25,delivered,10,Rep40
1241,292,Support,7,803.21,5622.47,2022-12-01,cancelled,0,Rep29
1242,444,Hardware,5,669.66,2678.64,2023-05-15,cancelled,20,Rep33
1243,992,Consulting,49,336.85,14855.09,2022-03-10,delivered,10,Rep10
1244,781,Consulting,12,620.71,6331.24,2022-05-26,shipped,15,Rep15
1245,46,Support,2,954.02,1621.83,2022-02-12,processing,15,Rep37
1246,428,Consulting,55,551.59,28820.58,2022-07-18,shipped,5,Rep1
1247,168,Software License,34,729.97,23578.03,2022-03-09,pending,5,Rep30
1248,948,Maintenance,64,123.09,7089.98,2022-06-19,delivered,10,Rep40
1249,872,Training,34,581.27,17786.86,2023-01-17,cancelled,10,Rep41
1250,335,Hardware,20,671.07,10737.12,2023-11-12,cancelled,20,Rep44
1251,826,Hardware,100,897.62,89762.0,2022-10-13,processing,0,Rep28
1252,279,Support,66,307.56,20298.96,2023-05-10,delivered,0,Rep38
1253,821,Support,14,825.83,10983.54,2022-11-04,cancelled,5,Rep15
1254,476,Consulting,13,700.41,8194.8,2022-09-12,cancelled,10,Rep27
1255,430,Hardware,43,306.09,12503.78,2023-02-14,processing,5,Rep40
1256,972,Maintenance,9,777.22,5945.73,2023-05-08,pending,15,Rep26
1257,158,Training,61,978.58,53724.04,2023-03-19,shipped,10,Rep8
1258,242,Training,63,928.56,46799.42,2022-11-12,delivered,20,Rep14
1259,441,Consulting,37,250.8,8351.64,2023-02-20,processing,10,Rep11
1260,335,Hardware,49,854.67,41878.83,2023-09-05,pending,0,Rep6
1261,154,Hardware,55,497.72,26005.87,2022-01-09,pending,5,Rep4
1262,483,Consulting,5,142.15,639.68,2022-01-03,shipped,10,Rep43
1263,90,Software License,22,893.95,19666.9,2023-08-09,shipped,0,Rep3
1264,85,Software License,79,10.21,766.26,2023-08-20,processing,5,Rep26
1265,111,Support,76,298.51,22686.76,2023-05-18,cancelled,0,Rep40
1266,142,Software License,60,610.11,34776.27,2022-10-19,shipped,5,Rep42
1267,528,Software License,64,610.42,39066.88,2023-12-18,shipped,0,Rep26
1268,681,Consulting,89,477.93,38282.19,2022-12-13,delivered,10,Rep33
1269,301,Maintenance,91,816.49,70585.56,2022-11-10,delivered,5,Rep20
1270,335,Consulting,31,466.67,14466.77,2023-11-14,processing,0,Rep6
1271,602,Software License,19,116.6,2104.63,2022-03-02,delivered,5,Rep10
1272,290,Support,89,326.75,24718.64,2022-03-17,processing,15,Rep28
1273,126,Maintenance,86,943.15,64888.72,2023-02-24,cancelled,20,Rep20
1274,215,Training,84,43.5,3105.9,2023-12-28,processing,15,Rep13
1275,68,Software License,5,842.71,3581.52,2022-12-20,shipped,15,Rep12
1276,475,Maintenance,51,785.89,34068.33,2023-05-25,shipped,15,Rep9
1277,764,Maintenance,55,661.82,34580.1,2022-12-01,cancelled,5,Rep1
1278,978,Support,54,102.28,5246.96,2022-06-18,shipped,5,Rep3
1279,246,Hardware,78,500.4,37079.64,2022-05-24,shipped,5,Rep47
1280,428,Software License,99,19.13,1704.48,2022-07-04,shipped,10,Rep40
1281,346,Software License,14,487.97,6490.0,2023-01-17,cancelled,5,Rep14
1282,341,Maintenance,85,859.2,65728.8,2022-06-01,cancelled,10,Rep34
1283,911,Hardware,76,616.34,44499.75,2023-02-05,cancelled,5,Rep28
1284,466,Maintenance,76,551.65,35636.59,2022-02-10,cancelled,15,Rep3
1285,341,Software License,53,593.43,26734.02,2022-10-19,pending,15,Rep27
1286,937,Hardware,74,238.64,14127.49,2023-04-20,shipped,20,Rep15
1287,272,Support,84,853.64,57364.61,2023-04-06,processing,20,Rep17
1288,272,Software License,68,236.93,13694.55,2023-02-09,processing,15,Rep16
1289,3,Training,7,959.05,5370.68,2023-02-11,shipped,20,Rep35
1290,17,Hardware,94,796.68,59910.34,2023-03-03,shipped,20,Rep43
1291,509,Hardware,28,538.75,13576.5,2022-02-22,cancelled,10,Rep50
1292,876,Consulting,50,565.15,26844.62,2022-04-29,shipped,5,Rep35
1293,206,Software License,88,435.21,36383.56,2023-11-03,shipped,5,Rep31
1294,102,Consulting,96,733.71,63392.54,2022-01-22,processing,10,Rep43
1295,426,Consulting,55,212.05,10496.48,2022-09-21,processing,10,Rep7
1296,317,Hardware,89,553.19,49233.91,2022-10-23,pending,0,Rep10
1297,874,Software License,31,75.32,2218.17,2022-05-05,shipped,5,Rep8
1298,346,Software License,65,768.34,42450.78,2023-04-08,cancelled,15,Rep33
1299,493,Maintenance,79,285.52,20300.47,2022-05-06,pending,10,Rep6
1300,181,Training,25,549.85,13746.25,2022-12-28,shipped,0,Rep40
1301,65,Consulting,19,348.68,5299.94,2022-03-30,cancelled,20,Rep13
1302,947,Maintenance,45,39.49,1510.49,2023-05-06,delivered,15,Rep7
1303,795,Training,28,175.85,4185.23,2023-06-09,cancelled,15,Rep50
1304,766,Maintenance,9,976.38,7469.31,2023-08-24,processing,15,Rep36
1305,397,Support,83,375.18,31139.94,2023-04-14,pending,0,Rep29
1306,4,Hardware,46,26.95,1115.73,2022-07-12,shipped,10,Rep27
1307,993,Support,60,94.37,4529.76,2022-01-08,pending,20,Rep34
1308,785,Software License,76,144.41,8780.13,2023-07-29,delivered,20,Rep36
1309,123,Hardware,5,788.28,3744.33,2022-12-15,shipped,5,Rep20
1310,842,Training,38,48.55,1844.9,2023-07-04,pending,0,Rep20
1311,988,Consulting,90,265.7,22717.35,2023-11-12,delivered,5,Rep18
1312,871,Training,10,975.38,9753.8,2022-12-15,shipped,0,Rep32
1313,757,Support,53,32.5,1550.25,2022-11-12,shipped,10,Rep12
1314,96,Consulting,68,606.88,37141.06,2023-12-30,pending,10,Rep8
1315,999,Support,99,340.45,32019.32,2022-04-08,pending,5,Rep37
1316,597,Software License,30,58.59,1406.16,2022-08-06,shipped,20,Rep49
1317,935,Software License,92,553.45,40733.92,2023-07-09,cancelled,20,Rep20
1318,674,Support,13,896.37,10487.53,2023-07-20,pending,10,Rep27
1319,674,Support,35,743.68,26028.8,2022-04-06,processing,0,Rep7
1320,5,Software License,62,52.1,2745.67,2023-08-26,shipped,15,Rep35
1321,271,Consulting,76,940.26,71459.76,2022-04-20,processing,0,Rep22
1322,190,Maintenance,73,703.69,51369.37,2022-06-22,pending,0,Rep31
1323,747,Maintenance,17,177.68,2869.53,2022-08-12,cancelled,5,Rep27
1324,698,Hardware,35,580.92,17282.37,2022-01-06,processing,15,Rep36
1325,61,Training,28,617.13,16415.66,2022-09-01,delivered,5,Rep34
1326,353,Consulting,52,973.98,40517.57,2022-10-27,delivered,20,Rep19
1327,256,Hardware,16,709.84,9085.95,2022-10-03,shipped,20,Rep32
1328,118,Training,76,199.25,14385.85,2022-01-02,shipped,5,Rep37
1329,834,Maintenance,75,128.78,9175.57,2022-07-08,processing,5,Rep46
1330,237,Consulting,96,56.1,4577.76,2022-02-11,pending,15,Rep9
1331,284,Software License,74,12.79,946.46,2022-08-12,processing,0,Rep45
1332,424,Software License,44,214.27,8956.49,2022-01-15,processing,5,Rep47
1333,805,Software License,48,331.86,13539.89,2023-10-26,delivered,15,Rep43
1334,697,Support,57,666.49,36090.43,2023-06-16,processing,5,Rep25
1335,193,Maintenance,85,250.34,19151.01,2022-12-28,delivered,10,Rep28
1336,259,Software License,56,468.95,26261.2,2022-02-20,pending,0,Rep48
1337,537,Support,27,419.27,10754.28,2023-04-15,shipped,5,Rep19
1338,182,Training,99,23.63,2339.37,2022-10-14,cancelled,0,Rep38
1339,357,Support,83,232.07,17335.63,2023-04-11,processing,10,Rep31
1340,277,Consulting,62,228.36,14158.32,2023-02-04,processing,0,Rep50
1341,661,Training,50,226.68,9067.2,2022-08-29,cancelled,20,Rep42
1342,113,Support,93,377.13,35073.09,2022-05-29,shipped,0,Rep18
1343,529,Support,96,409.68,31463.42,2023-11-06,pending,20,Rep7
1344,921,Support,33,811.61,21426.5,2022-09-05,cancelled,20,Rep37
1345,944,Consulting,81,502.07,40667.67,2023-06-27,cancelled,0,Rep10
1346,336,Maintenance,99,558.33,49747.2,2022-01-21,cancelled,10,Rep1
1347,199,Consulting,14,735.29,9264.65,2023-05-08,delivered,10,Rep45
1348,601,Consulting,81,407.93,26433.86,2022-10-06,cancelled,20,Rep37
1349,99,Training,61,628.37,34497.51,2023-01-01,processing,10,Rep3
1350,366,Training,98,248.76,20721.71,2022-12-11,shipped,15,Rep15
1351,981,Hardware,3,692.83,1662.79,2023-03-18,pending,20,Rep9
1352,421,Software License,27,472.41,12755.07,2022-08-25,cancelled,0,Rep7
1353,1000,Hardware,57,721.25,39055.69,2023-11-29,processing,5,Rep14
1354,100,Software License,33,21.58,605.32,2023-01-15,cancelled,15,Rep8
1355,659,Hardware,58,894.17,46675.67,2022-10-15,pending,10,Rep16
1356,122,Software License,33,793.19,24866.51,2023-09-19,cancelled,5,Rep3
1357,706,Support,70,175.37,10434.51,2023-05-03,pending,15,Rep14
1358,909,Support,13,97.82,1208.08,2023-02-26,cancelled,5,Rep37
1359,1,Training,90,355.47,27193.46,2022-10-12,shipped,15,Rep36
1360,169,Software License,95,106.54,10121.3,2023-12-14,cancelled,0,Rep43
1361,198,Consulting,21,241.88,4825.51,2022-10-09,pending,5,Rep13
1362,203,Consulting,38,466.25,16831.62,2022-08-03,delivered,5,Rep40
1363,33,Software License,93,913.12,76428.14,2022-05-18,processing,10,Rep41
1364,855,Maintenance,56,162.39,8639.15,2022-11-03,pending,5,Rep31
1365,8,Consulting,48,44.78,1827.02,2023-01-23,processing,15,Rep7
1366,783,Consulting,28,82.48,2309.44,2022-03-28,delivered,0,Rep28
1367,717,Consulting,35,716.56,20063.68,2022-08-23,cancelled,20,Rep38
1368,338,Training,21,830.49,13952.23,2023-08-23,cancelled,20,Rep43
1369,221,Training,55,180.41,8930.3,2023-08-04,delivered,10,Rep21
1370,621,Consulting,94,800.32,71468.58,2022-09-24,pending,5,Rep26
1371,385,Hardware,60,927.98,55678.8,2022-10-30,cancelled,0,Rep45
1372,923,Software License,30,739.63,22188.9,2022-05-10,cancelled,0,Rep36
1373,405,Maintenance,75,715.32,53649.0,2023-05-06,processing,0,Rep34
1374,552,Consulting,17,248.08,3373.89,2022-07-04,pending,20,Rep39
1375,906,Software License,31,543.61,15166.72,2023-07-11,pending,10,Rep34
1376,96,Support,34,338.76,10941.95,2023-07-05,processing,5,Rep3
1377,503,Consulting,18,804.84,14487.12,2023-03-14,processing,0,Rep34
1378,640,Training,10,427.9,4279.0,2022-06-01,cancelled,0,Rep48
1379,472,Consulting,88,283.55,24952.4,2022-11-26,shipped,0,Rep3
1380,799,Software License,100,668.23,66823.0,2022-01-12,pending,0,Rep6
1381,169,Maintenance,82,589.98,45959.44,2022-11-27,pending,5,Rep31
1382,450,Hardware,83,377.82,31359.06,2022-04-11,cancelled,0,Rep47
1383,362,Support,49,675.46,29787.79,2022-06-03,cancelled,10,Rep49
1384,268,Consulting,11,550.32,4842.82,2022-10-27,processing,20,Rep43
1385,553,Training,37,496.23,17442.48,2023-08-14,pending,5,Rep12
1386,514,Hardware,6,320.97,1925.82,2022-10-23,delivered,0,Rep33
1387,479,Software License,6,603.22,3257.39,2023-03-22,pending,10,Rep16
1388,354,Maintenance,44,97.8,3872.88,2023-01-22,cancelled,10,Rep34
1389,415,Training,73,131.71,9134.09,2022-06-03,delivered,5,Rep18
1390,234,Support,48,664.71,28715.47,2023-06-08,shipped,10,Rep11
1391,385,Maintenance,6,557.02,2840.8,2023-08-14,pending,15,Rep4
1392,213,Consulting,53,606.08,25697.79,2023-02-21,cancelled,20,Rep30
1393,364,Software License,99,628.15,59077.51,2023-09-25,cancelled,5,Rep9
1394,63,Support,7,928.86,5851.82,2022-03-08,delivered,10,Rep34
1395,912,Hardware,68,741.12,45356.54,2022-05-08,shipped,10,Rep42
